"Pre-campaign expenditure";"Pre-campaign visits";"Total number of visits";"Total spend";"52 Mosaic Groups";"Mosaic Bands";"Year Of Birth";"Age";"Response to campaign"
88.0;5.0;6.0;126.0;9.0;3.0;1934.0;60.0;"Responder"
94.0;9.0;11.0;103.0;8.0;2.0;1934.0;60.0;"Responder"
109.0;5.0;5.0;109.0;9.0;3.0;1934.0;60.0;"Non-responder"
56.0;1.0;1.0;56.0;37.0;9.0;1934.0;60.0;"Non-responder"
81.0;1.0;1.0;81.0;47.0;11.0;1934.0;60.0;"Non-responder"
64.0;2.0;2.0;64.0;1.0;1.0;1934.0;60.0;"Non-responder"
99.0;1.0;1.0;99.0;13.0;4.0;1934.0;60.0;"Non-responder"
60.0;1.0;1.0;60.0;5.0;1.0;1934.0;60.0;"Non-responder"
0.0;1.0;1.0;0.0;13.0;4.0;1934.0;60.0;"Non-responder"
75.0;5.0;5.0;75.0;3.0;1.0;1934.0;60.0;"Non-responder"
151.0;4.0;4.0;151.0;20.0;5.0;1934.0;60.0;"Non-responder"
56.0;1.0;1.0;56.0;37.0;9.0;1934.0;60.0;"Non-responder"
53.0;1.0;1.0;53.0;20.0;5.0;1934.0;60.0;"Non-responder"
77.0;2.0;2.0;77.0;10.0;3.0;1934.0;60.0;"Non-responder"
62.0;2.0;2.0;62.0;37.0;9.0;1934.0;60.0;"Non-responder"
73.0;1.0;1.0;73.0;44.0;10.0;1934.0;60.0;"Non-responder"
100.0;7.0;9.0;112.0;8.0;2.0;1933.0;61.0;"Responder"
52.0;1.0;1.0;52.0;31.0;7.0;1933.0;61.0;"Non-responder"
61.0;1.0;1.0;61.0;8.0;2.0;1933.0;61.0;"Non-responder"
70.0;1.0;1.0;70.0;13.0;4.0;1933.0;61.0;"Non-responder"
51.0;2.0;2.0;51.0;48.0;11.0;1933.0;61.0;"Non-responder"
81.0;4.0;4.0;81.0;29.0;6.0;1933.0;61.0;"Non-responder"
81.0;6.0;6.0;81.0;8.0;2.0;1933.0;61.0;"Non-responder"
69.0;1.0;1.0;69.0;5.0;1.0;1933.0;61.0;"Non-responder"
293.0;11.0;14.0;334.0;3.0;1.0;1933.0;61.0;"Responder"
57.0;3.0;4.0;91.0;37.0;9.0;1933.0;61.0;"Responder"
99.0;4.0;6.0;249.0;41.0;10.0;1933.0;61.0;"Responder"
76.0;3.0;5.0;130.0;39.0;9.0;1933.0;61.0;"Responder"
123.0;6.0;10.0;437.0;36.0;8.0;1933.0;61.0;"Responder"
71.0;6.0;8.0;130.0;30.0;7.0;1933.0;61.0;"Responder"
79.0;1.0;1.0;79.0;3.0;1.0;1933.0;61.0;"Non-responder"
60.0;2.0;2.0;60.0;30.0;7.0;1933.0;61.0;"Non-responder"
58.0;2.0;2.0;58.0;2.0;1.0;1933.0;61.0;"Non-responder"
71.0;5.0;5.0;71.0;2.0;1.0;1933.0;61.0;"Non-responder"
54.0;1.0;1.0;54.0;11.0;3.0;1933.0;61.0;"Non-responder"
82.0;4.0;4.0;82.0;5.0;1.0;1933.0;61.0;"Non-responder"
86.0;1.0;1.0;86.0;31.0;7.0;1933.0;61.0;"Non-responder"
55.0;2.0;2.0;55.0;11.0;3.0;1933.0;61.0;"Non-responder"
98.0;1.0;1.0;98.0;2.0;1.0;1933.0;61.0;"Non-responder"
61.0;5.0;5.0;61.0;24.0;6.0;1933.0;61.0;"Non-responder"
91.0;2.0;5.0;128.0;32.0;7.0;1932.0;62.0;"Responder"
94.0;5.0;8.0;117.0;30.0;7.0;1932.0;62.0;"Responder"
0.0;0.0;0.0;0.0;16.0;4.0;1932.0;62.0;"Non-responder"
55.0;1.0;1.0;55.0;39.0;9.0;1932.0;62.0;"Non-responder"
72.0;3.0;3.0;72.0;48.0;11.0;1932.0;62.0;"Non-responder"
1265.0;67.0;78.0;1399.0;31.0;7.0;1932.0;62.0;"Responder"
68.0;10.0;13.0;85.0;8.0;2.0;1932.0;62.0;"Responder"
114.0;16.0;17.0;118.0;1.0;1.0;1932.0;62.0;"Responder"
54.0;4.0;6.0;104.0;49.0;11.0;1932.0;62.0;"Responder"
100.0;5.0;7.0;206.0;3.0;1.0;1932.0;62.0;"Responder"
137.0;9.0;10.0;144.0;31.0;7.0;1932.0;62.0;"Responder"
98.0;7.0;10.0;116.0;10.0;3.0;1932.0;62.0;"Responder"
51.0;4.0;8.0;75.0;1.0;1.0;1932.0;62.0;"Responder"
54.0;5.0;6.0;58.0;3.0;1.0;1932.0;62.0;"Responder"
78.0;8.0;11.0;122.0;1.0;1.0;1932.0;62.0;"Responder"
80.0;2.0;3.0;150.0;10.0;3.0;1932.0;62.0;"Responder"
97.0;3.0;4.0;107.0;39.0;9.0;1932.0;62.0;"Responder"
89.0;3.0;4.0;198.0;10.0;3.0;1932.0;62.0;"Responder"
73.0;1.0;1.0;73.0;44.0;10.0;1932.0;62.0;"Non-responder"
55.0;2.0;2.0;55.0;5.0;1.0;1932.0;62.0;"Non-responder"
118.0;9.0;9.0;118.0;36.0;8.0;1932.0;62.0;"Non-responder"
70.0;1.0;1.0;70.0;5.0;1.0;1932.0;62.0;"Non-responder"
67.0;1.0;1.0;67.0;14.0;4.0;1932.0;62.0;"Non-responder"
53.0;4.0;4.0;53.0;3.0;1.0;1932.0;62.0;"Non-responder"
52.0;5.0;5.0;52.0;3.0;1.0;1932.0;62.0;"Non-responder"
55.0;1.0;1.0;55.0;22.0;5.0;1932.0;62.0;"Non-responder"
75.0;3.0;3.0;75.0;24.0;6.0;1932.0;62.0;"Non-responder"
92.0;6.0;8.0;138.0;11.0;3.0;1931.0;63.0;"Responder"
58.0;2.0;4.0;94.0;45.0;11.0;1931.0;63.0;"Responder"
69.0;3.0;7.0;145.0;15.0;4.0;1931.0;63.0;"Responder"
78.0;11.0;12.0;86.0;43.0;10.0;1931.0;63.0;"Responder"
38.0;6.0;7.0;51.0;10.0;3.0;1931.0;63.0;"Responder"
83.0;3.0;3.0;83.0;8.0;2.0;1931.0;63.0;"Non-responder"
58.0;1.0;1.0;58.0;1.0;1.0;1931.0;63.0;"Non-responder"
0.0;0.0;0.0;0.0;30.0;7.0;1931.0;63.0;"Non-responder"
89.0;5.0;5.0;89.0;30.0;7.0;1931.0;63.0;"Non-responder"
129.0;5.0;6.0;138.0;1.0;1.0;1931.0;63.0;"Responder"
512.0;45.0;48.0;592.0;11.0;3.0;1931.0;63.0;"Responder"
151.0;9.0;11.0;165.0;7.0;2.0;1931.0;63.0;"Responder"
84.0;2.0;3.0;170.0;38.0;9.0;1931.0;63.0;"Responder"
76.0;7.0;14.0;165.0;39.0;9.0;1931.0;63.0;"Responder"
73.0;2.0;3.0;100.0;3.0;1.0;1931.0;63.0;"Responder"
95.0;4.0;6.0;141.0;31.0;7.0;1931.0;63.0;"Responder"
90.0;12.0;13.0;93.0;7.0;2.0;1931.0;63.0;"Responder"
77.0;3.0;5.0;138.0;9.0;3.0;1931.0;63.0;"Responder"
64.0;3.0;4.0;72.0;1.0;1.0;1931.0;63.0;"Responder"
71.0;3.0;4.0;121.0;10.0;3.0;1931.0;63.0;"Responder"
107.0;10.0;11.0;110.0;5.0;1.0;1931.0;63.0;"Responder"
70.0;5.0;8.0;111.0;38.0;9.0;1931.0;63.0;"Responder"
88.0;2.0;2.0;88.0;4.0;1.0;1931.0;63.0;"Non-responder"
79.0;2.0;2.0;79.0;11.0;3.0;1931.0;63.0;"Non-responder"
54.0;2.0;2.0;54.0;40.0;9.0;1931.0;63.0;"Non-responder"
85.0;4.0;4.0;85.0;8.0;2.0;1931.0;63.0;"Non-responder"
64.0;3.0;3.0;64.0;30.0;7.0;1931.0;63.0;"Non-responder"
50.0;3.0;3.0;50.0;11.0;3.0;1931.0;63.0;"Non-responder"
51.0;3.0;3.0;51.0;39.0;9.0;1931.0;63.0;"Non-responder"
130.0;2.0;2.0;130.0;14.0;4.0;1931.0;63.0;"Non-responder"
63.0;1.0;1.0;63.0;9.0;3.0;1931.0;63.0;"Non-responder"
55.0;1.0;1.0;55.0;3.0;1.0;1931.0;63.0;"Non-responder"
94.0;4.0;4.0;94.0;3.0;1.0;1931.0;63.0;"Non-responder"
56.0;1.0;1.0;56.0;10.0;3.0;1931.0;63.0;"Non-responder"
65.0;1.0;2.0;71.0;18.0;5.0;1930.0;64.0;"Responder"
0.0;0.0;0.0;0.0;9.0;3.0;1930.0;64.0;"Non-responder"
69.0;5.0;5.0;69.0;36.0;8.0;1930.0;64.0;"Non-responder"
77.0;1.0;1.0;77.0;40.0;9.0;1930.0;64.0;"Non-responder"
76.0;6.0;6.0;76.0;9.0;3.0;1930.0;64.0;"Non-responder"
75.0;2.0;2.0;75.0;6.0;2.0;1930.0;64.0;"Non-responder"
66.0;3.0;3.0;66.0;12.0;3.0;1930.0;64.0;"Non-responder"
166.0;15.0;21.0;770.0;39.0;9.0;1930.0;64.0;"Responder"
67.0;1.0;2.0;81.0;39.0;9.0;1930.0;64.0;"Responder"
128.0;17.0;18.0;134.0;29.0;6.0;1930.0;64.0;"Responder"
20.0;5.0;6.0;31.0;31.0;7.0;1930.0;64.0;"Responder"
23.0;2.0;3.0;27.0;39.0;9.0;1930.0;64.0;"Responder"
78.0;5.0;6.0;81.0;44.0;10.0;1930.0;64.0;"Responder"
92.0;6.0;8.0;105.0;9.0;3.0;1930.0;64.0;"Responder"
77.0;5.0;6.0;114.0;50.0;11.0;1930.0;64.0;"Responder"
62.0;2.0;2.0;62.0;9.0;3.0;1930.0;64.0;"Non-responder"
69.0;4.0;4.0;69.0;24.0;6.0;1930.0;64.0;"Non-responder"
90.0;4.0;4.0;90.0;31.0;7.0;1930.0;64.0;"Non-responder"
60.0;3.0;3.0;60.0;3.0;1.0;1930.0;64.0;"Non-responder"
79.0;2.0;2.0;79.0;6.0;2.0;1930.0;64.0;"Non-responder"
83.0;1.0;1.0;83.0;21.0;5.0;1930.0;64.0;"Non-responder"
86.0;3.0;3.0;86.0;7.0;2.0;1930.0;64.0;"Non-responder"
51.0;3.0;3.0;51.0;8.0;2.0;1930.0;64.0;"Non-responder"
76.0;2.0;2.0;76.0;1.0;1.0;1930.0;64.0;"Non-responder"
67.0;3.0;3.0;67.0;10.0;3.0;1930.0;64.0;"Non-responder"
95.0;1.0;1.0;95.0;3.0;1.0;1930.0;64.0;"Non-responder"
70.0;1.0;1.0;70.0;44.0;10.0;1930.0;64.0;"Non-responder"
95.0;1.0;1.0;95.0;12.0;3.0;1930.0;64.0;"Non-responder"
88.0;4.0;4.0;88.0;37.0;9.0;1929.0;65.0;"Non-responder"
99.0;4.0;6.0;134.0;39.0;9.0;1929.0;65.0;"Responder"
39.0;3.0;4.0;57.0;2.0;1.0;1929.0;65.0;"Responder"
85.0;5.0;6.0;94.0;38.0;9.0;1929.0;65.0;"Responder"
56.0;5.0;6.0;58.0;8.0;2.0;1929.0;65.0;"Responder"
59.0;4.0;6.0;101.0;8.0;2.0;1929.0;65.0;"Responder"
98.0;6.0;7.0;106.0;42.0;10.0;1929.0;65.0;"Responder"
58.0;5.0;8.0;86.0;30.0;7.0;1929.0;65.0;"Responder"
47.0;4.0;7.0;69.0;13.0;4.0;1929.0;65.0;"Responder"
63.0;4.0;6.0;71.0;37.0;9.0;1929.0;65.0;"Responder"
87.0;8.0;9.0;108.0;48.0;11.0;1929.0;65.0;"Responder"
56.0;9.0;11.0;73.0;1.0;1.0;1929.0;65.0;"Responder"
60.0;2.0;2.0;60.0;31.0;7.0;1929.0;65.0;"Non-responder"
61.0;6.0;6.0;61.0;9.0;3.0;1929.0;65.0;"Non-responder"
62.0;1.0;1.0;62.0;6.0;2.0;1929.0;65.0;"Non-responder"
63.0;1.0;1.0;63.0;39.0;9.0;1929.0;65.0;"Non-responder"
50.0;5.0;5.0;50.0;10.0;3.0;1929.0;65.0;"Non-responder"
54.0;4.0;4.0;54.0;13.0;4.0;1928.0;66.0;"Non-responder"
54.0;3.0;3.0;54.0;31.0;7.0;1928.0;66.0;"Non-responder"
53.0;2.0;2.0;53.0;8.0;2.0;1928.0;66.0;"Non-responder"
90.0;8.0;8.0;90.0;44.0;10.0;1928.0;66.0;"Non-responder"
516.0;42.0;64.0;689.0;9.0;3.0;1928.0;66.0;"Responder"
605.0;57.0;78.0;843.0;31.0;7.0;1928.0;66.0;"Responder"
67.0;9.0;12.0;78.0;8.0;2.0;1928.0;66.0;"Responder"
85.0;14.0;16.0;87.0;7.0;2.0;1928.0;66.0;"Responder"
71.0;9.0;14.0;244.0;8.0;2.0;1928.0;66.0;"Responder"
94.0;3.0;4.0;99.0;9.0;3.0;1928.0;66.0;"Responder"
97.0;6.0;10.0;181.0;33.0;8.0;1928.0;66.0;"Responder"
64.0;10.0;14.0;80.0;39.0;9.0;1928.0;66.0;"Responder"
93.0;2.0;6.0;165.0;4.0;1.0;1928.0;66.0;"Responder"
53.0;1.0;1.0;53.0;33.0;8.0;1928.0;66.0;"Non-responder"
69.0;2.0;2.0;69.0;9.0;3.0;1928.0;66.0;"Non-responder"
90.0;2.0;2.0;90.0;30.0;7.0;1928.0;66.0;"Non-responder"
75.0;1.0;1.0;75.0;39.0;9.0;1928.0;66.0;"Non-responder"
59.0;1.0;1.0;59.0;12.0;3.0;1928.0;66.0;"Non-responder"
80.0;9.0;9.0;80.0;8.0;2.0;1928.0;66.0;"Non-responder"
67.0;2.0;2.0;67.0;5.0;1.0;1928.0;66.0;"Non-responder"
75.0;1.0;1.0;75.0;39.0;9.0;1928.0;66.0;"Non-responder"
79.0;7.0;7.0;79.0;7.0;2.0;1928.0;66.0;"Non-responder"
64.0;1.0;1.0;64.0;10.0;3.0;1928.0;66.0;"Non-responder"
88.0;5.0;5.0;88.0;47.0;11.0;1928.0;66.0;"Non-responder"
50.0;3.0;3.0;50.0;30.0;7.0;1927.0;67.0;"Non-responder"
65.0;4.0;4.0;65.0;5.0;1.0;1927.0;67.0;"Non-responder"
77.0;4.0;4.0;77.0;13.0;4.0;1927.0;67.0;"Non-responder"
82.0;1.0;1.0;82.0;33.0;8.0;1927.0;67.0;"Non-responder"
58.0;1.0;1.0;58.0;49.0;11.0;1927.0;67.0;"Non-responder"
72.0;1.0;1.0;72.0;8.0;2.0;1927.0;67.0;"Non-responder"
201.0;19.0;34.0;415.0;38.0;9.0;1927.0;67.0;"Responder"
73.0;5.0;7.0;109.0;15.0;4.0;1927.0;67.0;"Responder"
95.0;5.0;6.0;100.0;5.0;1.0;1927.0;67.0;"Responder"
59.0;1.0;2.0;110.0;13.0;4.0;1927.0;67.0;"Responder"
58.0;6.0;8.0;71.0;31.0;7.0;1927.0;67.0;"Responder"
118.0;5.0;7.0;130.0;2.0;1.0;1927.0;67.0;"Responder"
59.0;3.0;4.0;70.0;8.0;2.0;1927.0;67.0;"Responder"
62.0;4.0;5.0;70.0;39.0;9.0;1927.0;67.0;"Responder"
80.0;1.0;1.0;80.0;4.0;1.0;1927.0;67.0;"Non-responder"
83.0;4.0;4.0;83.0;37.0;9.0;1927.0;67.0;"Non-responder"
81.0;3.0;3.0;81.0;12.0;3.0;1927.0;67.0;"Non-responder"
72.0;2.0;2.0;72.0;10.0;3.0;1927.0;67.0;"Non-responder"
87.0;4.0;4.0;87.0;13.0;4.0;1927.0;67.0;"Non-responder"
70.0;2.0;2.0;70.0;38.0;9.0;1927.0;67.0;"Non-responder"
59.0;4.0;4.0;59.0;43.0;10.0;1927.0;67.0;"Non-responder"
63.0;5.0;5.0;63.0;7.0;2.0;1927.0;67.0;"Non-responder"
107.0;8.0;8.0;107.0;39.0;9.0;1927.0;67.0;"Non-responder"
85.0;12.0;14.0;91.0;20.0;5.0;1926.0;68.0;"Responder"
57.0;2.0;2.0;57.0;1.0;1.0;1926.0;68.0;"Non-responder"
73.0;2.0;2.0;73.0;3.0;1.0;1926.0;68.0;"Non-responder"
68.0;6.0;6.0;68.0;31.0;7.0;1926.0;68.0;"Non-responder"
99.0;2.0;3.0;101.0;5.0;1.0;1926.0;68.0;"Responder"
70.0;6.0;8.0;105.0;5.0;1.0;1926.0;68.0;"Responder"
65.0;2.0;3.0;88.0;13.0;4.0;1926.0;68.0;"Responder"
105.0;5.0;6.0;110.0;16.0;4.0;1926.0;68.0;"Responder"
62.0;6.0;7.0;66.0;42.0;10.0;1926.0;68.0;"Responder"
87.0;3.0;5.0;98.0;6.0;2.0;1926.0;68.0;"Responder"
211.0;16.0;21.0;242.0;39.0;9.0;1926.0;68.0;"Responder"
61.0;1.0;1.0;61.0;24.0;6.0;1926.0;68.0;"Non-responder"
66.0;2.0;2.0;66.0;5.0;1.0;1926.0;68.0;"Non-responder"
76.0;5.0;5.0;76.0;9.0;3.0;1926.0;68.0;"Non-responder"
93.0;11.0;11.0;93.0;39.0;9.0;1926.0;68.0;"Non-responder"
70.0;4.0;4.0;70.0;11.0;3.0;1926.0;68.0;"Non-responder"
4.0;3.0;3.0;4.0;32.0;7.0;1926.0;68.0;"Non-responder"
102.0;12.0;12.0;102.0;10.0;3.0;1926.0;68.0;"Non-responder"
78.0;5.0;5.0;78.0;10.0;3.0;1926.0;68.0;"Non-responder"
53.0;2.0;2.0;53.0;20.0;5.0;1926.0;68.0;"Non-responder"
94.0;9.0;10.0;100.0;8.0;2.0;1925.0;69.0;"Responder"
82.0;1.0;1.0;82.0;20.0;5.0;1925.0;69.0;"Non-responder"
56.0;1.0;1.0;56.0;38.0;9.0;1925.0;69.0;"Non-responder"
0.0;2.0;3.0;0.0;29.0;6.0;1925.0;69.0;"Responder"
364.0;24.0;28.0;417.0;16.0;4.0;1925.0;69.0;"Responder"
83.0;6.0;11.0;137.0;10.0;3.0;1925.0;69.0;"Responder"
97.0;5.0;9.0;120.0;6.0;2.0;1925.0;69.0;"Responder"
76.0;4.0;5.0;85.0;10.0;3.0;1925.0;69.0;"Responder"
104.0;12.0;14.0;110.0;5.0;1.0;1925.0;69.0;"Responder"
47.0;7.0;9.0;77.0;3.0;1.0;1925.0;69.0;"Responder"
62.0;2.0;7.0;81.0;9.0;3.0;1925.0;69.0;"Responder"
77.0;9.0;16.0;123.0;10.0;3.0;1925.0;69.0;"Responder"
534.0;16.0;16.0;534.0;10.0;3.0;1925.0;69.0;"Non-responder"
50.0;4.0;4.0;50.0;4.0;1.0;1925.0;69.0;"Non-responder"
15.0;2.0;2.0;15.0;10.0;3.0;1925.0;69.0;"Non-responder"
83.0;4.0;4.0;83.0;31.0;7.0;1925.0;69.0;"Non-responder"
55.0;8.0;8.0;55.0;5.0;1.0;1925.0;69.0;"Non-responder"
58.0;5.0;5.0;58.0;12.0;3.0;1925.0;69.0;"Non-responder"
58.0;9.0;9.0;58.0;44.0;10.0;1925.0;69.0;"Non-responder"
63.0;3.0;5.0;81.0;11.0;3.0;1924.0;70.0;"Responder"
78.0;5.0;5.0;78.0;8.0;2.0;1924.0;70.0;"Non-responder"
44.0;8.0;9.0;48.0;12.0;3.0;1924.0;70.0;"Responder"
91.0;4.0;7.0;157.0;38.0;9.0;1924.0;70.0;"Responder"
52.0;4.0;8.0;98.0;39.0;9.0;1924.0;70.0;"Responder"
61.0;3.0;3.0;61.0;1.0;1.0;1924.0;70.0;"Non-responder"
97.0;4.0;4.0;97.0;8.0;2.0;1924.0;70.0;"Non-responder"
60.0;5.0;5.0;60.0;3.0;1.0;1924.0;70.0;"Non-responder"
87.0;10.0;10.0;87.0;1.0;1.0;1924.0;70.0;"Non-responder"
59.0;4.0;4.0;59.0;10.0;3.0;1924.0;70.0;"Non-responder"
68.0;2.0;2.0;68.0;30.0;7.0;1924.0;70.0;"Non-responder"
50.0;5.0;6.0;54.0;7.0;2.0;1923.0;71.0;"Responder"
86.0;9.0;10.0;89.0;4.0;1.0;1923.0;71.0;"Responder"
66.0;1.0;1.0;66.0;29.0;6.0;1923.0;71.0;"Non-responder"
84.0;1.0;1.0;84.0;1.0;1.0;1923.0;71.0;"Non-responder"
56.0;2.0;2.0;56.0;50.0;11.0;1923.0;71.0;"Non-responder"
504.0;37.0;43.0;577.0;9.0;3.0;1923.0;71.0;"Responder"
99.0;1.0;2.0;109.0;5.0;1.0;1923.0;71.0;"Responder"
60.0;2.0;3.0;71.0;4.0;1.0;1923.0;71.0;"Responder"
71.0;4.0;5.0;73.0;3.0;1.0;1923.0;71.0;"Responder"
69.0;7.0;9.0;80.0;7.0;2.0;1923.0;71.0;"Responder"
78.0;1.0;5.0;205.0;5.0;1.0;1923.0;71.0;"Responder"
85.0;10.0;10.0;85.0;10.0;3.0;1923.0;71.0;"Non-responder"
53.0;3.0;3.0;53.0;46.0;11.0;1923.0;71.0;"Non-responder"
87.0;1.0;1.0;87.0;16.0;4.0;1923.0;71.0;"Non-responder"
56.0;1.0;1.0;56.0;39.0;9.0;1923.0;71.0;"Non-responder"
56.0;4.0;4.0;56.0;40.0;9.0;1923.0;71.0;"Non-responder"
81.0;4.0;4.0;81.0;8.0;2.0;1923.0;71.0;"Non-responder"
86.0;2.0;2.0;86.0;20.0;5.0;1923.0;71.0;"Non-responder"
97.0;6.0;9.0;127.0;8.0;2.0;1922.0;72.0;"Responder"
55.0;6.0;7.0;62.0;40.0;9.0;1922.0;72.0;"Responder"
72.0;5.0;5.0;72.0;29.0;6.0;1922.0;72.0;"Non-responder"
73.0;4.0;7.0;277.0;1.0;1.0;1922.0;72.0;"Responder"
80.0;2.0;2.0;80.0;39.0;9.0;1922.0;72.0;"Non-responder"
55.0;1.0;1.0;55.0;7.0;2.0;1922.0;72.0;"Non-responder"
97.0;3.0;3.0;97.0;5.0;1.0;1922.0;72.0;"Non-responder"
87.0;3.0;3.0;87.0;7.0;2.0;1922.0;72.0;"Non-responder"
69.0;2.0;2.0;69.0;8.0;2.0;1922.0;72.0;"Non-responder"
69.0;1.0;1.0;69.0;3.0;1.0;1921.0;73.0;"Non-responder"
95.0;1.0;1.0;95.0;27.0;6.0;1921.0;73.0;"Non-responder"
63.0;17.0;24.0;112.0;20.0;5.0;1921.0;73.0;"Responder"
72.0;12.0;15.0;118.0;10.0;3.0;1921.0;73.0;"Responder"
89.0;5.0;6.0;91.0;8.0;2.0;1921.0;73.0;"Responder"
61.0;10.0;15.0;75.0;3.0;1.0;1921.0;73.0;"Responder"
88.0;3.0;5.0;122.0;7.0;2.0;1921.0;73.0;"Responder"
60.0;7.0;9.0;67.0;5.0;1.0;1921.0;73.0;"Responder"
68.0;12.0;12.0;68.0;13.0;4.0;1921.0;73.0;"Non-responder"
70.0;2.0;2.0;70.0;4.0;1.0;1921.0;73.0;"Non-responder"
80.0;1.0;1.0;80.0;7.0;2.0;1921.0;73.0;"Non-responder"
84.0;1.0;1.0;84.0;7.0;2.0;1921.0;73.0;"Non-responder"
99.0;1.0;2.0;104.0;15.0;4.0;1920.0;74.0;"Responder"
69.0;4.0;6.0;121.0;15.0;4.0;1920.0;74.0;"Responder"
80.0;1.0;1.0;80.0;5.0;1.0;1920.0;74.0;"Non-responder"
59.0;4.0;5.0;63.0;45.0;11.0;1920.0;74.0;"Responder"
52.0;2.0;3.0;60.0;8.0;2.0;1920.0;74.0;"Responder"
70.0;1.0;1.0;70.0;37.0;9.0;1920.0;74.0;"Non-responder"
62.0;2.0;2.0;62.0;3.0;1.0;1920.0;74.0;"Non-responder"
79.0;9.0;9.0;79.0;38.0;9.0;1920.0;74.0;"Non-responder"
57.0;8.0;8.0;57.0;36.0;8.0;1920.0;74.0;"Non-responder"
51.0;2.0;2.0;51.0;16.0;4.0;1920.0;74.0;"Non-responder"
81.0;1.0;1.0;81.0;28.0;6.0;1920.0;74.0;"Non-responder"
73.0;2.0;2.0;73.0;9.0;3.0;1920.0;74.0;"Non-responder"
69.0;1.0;1.0;69.0;10.0;3.0;1920.0;74.0;"Non-responder"
102.0;14.0;14.0;102.0;39.0;9.0;1920.0;74.0;"Non-responder"
95.0;1.0;1.0;95.0;5.0;1.0;1920.0;74.0;"Non-responder"
44.0;3.0;3.0;44.0;15.0;4.0;1920.0;74.0;"Non-responder"
81.0;5.0;5.0;81.0;39.0;9.0;1920.0;74.0;"Non-responder"
60.0;3.0;3.0;60.0;15.0;4.0;1919.0;75.0;"Non-responder"
75.0;4.0;5.0;78.0;19.0;5.0;1919.0;75.0;"Responder"
56.0;4.0;4.0;56.0;5.0;1.0;1919.0;75.0;"Non-responder"
52.0;6.0;6.0;52.0;3.0;1.0;1919.0;75.0;"Non-responder"
167.0;6.0;12.0;243.0;8.0;2.0;1918.0;76.0;"Responder"
80.0;10.0;13.0;96.0;39.0;9.0;1918.0;76.0;"Responder"
56.0;4.0;4.0;56.0;3.0;1.0;1918.0;76.0;"Non-responder"
43.0;2.0;2.0;43.0;7.0;2.0;1918.0;76.0;"Non-responder"
78.0;5.0;5.0;78.0;34.0;8.0;1918.0;76.0;"Non-responder"
73.0;5.0;5.0;73.0;39.0;9.0;1918.0;76.0;"Non-responder"
64.0;6.0;6.0;64.0;17.0;4.0;1918.0;76.0;"Non-responder"
56.0;3.0;3.0;56.0;15.0;4.0;1918.0;76.0;"Non-responder"
79.0;10.0;10.0;79.0;33.0;8.0;1918.0;76.0;"Non-responder"
56.0;1.0;1.0;56.0;30.0;7.0;1917.0;77.0;"Non-responder"
93.0;2.0;3.0;109.0;6.0;2.0;1917.0;77.0;"Responder"
74.0;11.0;14.0;133.0;15.0;4.0;1917.0;77.0;"Responder"
58.0;3.0;4.0;62.0;1.0;1.0;1916.0;78.0;"Responder"
50.0;2.0;2.0;50.0;10.0;3.0;1916.0;78.0;"Non-responder"
53.0;2.0;2.0;53.0;39.0;9.0;1916.0;78.0;"Non-responder"
51.0;4.0;4.0;51.0;16.0;4.0;1916.0;78.0;"Non-responder"
65.0;4.0;4.0;65.0;42.0;10.0;1916.0;78.0;"Non-responder"
73.0;4.0;4.0;73.0;29.0;6.0;1915.0;79.0;"Non-responder"
91.0;1.0;1.0;91.0;15.0;4.0;1915.0;79.0;"Non-responder"
60.0;2.0;2.0;60.0;8.0;2.0;1915.0;79.0;"Non-responder"
80.0;2.0;2.0;80.0;8.0;2.0;1914.0;80.0;"Non-responder"
51.0;1.0;1.0;51.0;30.0;7.0;1914.0;80.0;"Non-responder"
81.0;1.0;1.0;81.0;38.0;9.0;1913.0;81.0;"Non-responder"
70.0;5.0;5.0;70.0;10.0;3.0;1913.0;81.0;"Non-responder"
65.0;2.0;3.0;71.0;8.0;2.0;1912.0;82.0;"Responder"
84.0;1.0;1.0;84.0;8.0;2.0;1912.0;82.0;"Non-responder"
77.0;5.0;5.0;77.0;39.0;9.0;1912.0;82.0;"Non-responder"
56.0;2.0;3.0;79.0;10.0;3.0;1911.0;83.0;"Responder"
76.0;1.0;1.0;76.0;36.0;8.0;1909.0;85.0;"Non-responder"
61.0;4.0;5.0;180.0;5.0;1.0;1909.0;85.0;"Responder"
55.0;1.0;1.0;55.0;7.0;2.0;1905.0;89.0;"Non-responder"
103.0;10.0;10.0;103.0;9.0;3.0;1902.0;92.0;"Non-responder"
79.0;7.0;7.0;79.0;11.0;3.0;1902.0;92.0;"Non-responder"
