"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
86.0,3.0,"£50-£100","3 Visits",3.0,86.0,"LE 8 0NU",8.0,2.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
31.0,2.0,"Under £50","2 Visits",2.0,31.0,"WF17 0BS",3.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
56.0,5.0,"£50-£100","5 Or More Visits",5.0,56.0,"B 74 4RE",1.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
22.0,1.0,"Under £50","1 Visit",1.0,22.0,"MK41 7EQ",11.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
33.0,1.0,"Under £50","1 Visit",1.0,33.0,"SW20 9HE",4.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
78.0,1.0,"£50-£100","1 Visit",1.0,78.0,"L 35 7LG",10.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
75.0,7.0,"£50-£100","5 Or More Visits",7.0,75.0,"HA 7 1DD",30.0,7.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
67.0,2.0,"£50-£100","2 Visits",2.0,67.0,"SA10 7US",3.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
72.0,1.0,"£50-£100","1 Visit",1.0,72.0,"RG 3 5QU",3.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"SK12 7BA",1.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
55.0,3.0,"£50-£100","3 Visits",3.0,55.0,"WA 8 0HW",11.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
74.0,5.0,"£50-£100","5 Or More Visits",5.0,74.0,"BD20 5SY",6.0,2.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
99.0,5.0,"£50-£100","5 Or More Visits",7.0,153.0,"HU 7 4LZ",17.0,4.0,"MRS","Female",1947.0,47.0,"46-55 years","Responder"
51.0,2.0,"£50-£100","2 Visits",5.0,132.0,"LS18 5LY",3.0,1.0,"MRS","Female",1947.0,47.0,"46-55 years","Responder"
52.0,3.0,"£50-£100","3 Visits",5.0,60.0,"KT13 8RB",40.0,9.0,"MS","Female",1947.0,47.0,"46-55 years","Responder"
17.0,2.0,"Under £50","2 Visits",3.0,38.0,"GU16 6JT",2.0,1.0,"MRS","Female",1947.0,47.0,"46-55 years","Responder"
53.0,3.0,"£50-£100","3 Visits",5.0,53.0,"WS 9 8HT",9.0,3.0,"MRS","Female",1947.0,47.0,"46-55 years","Responder"
94.0,1.0,"£50-£100","1 Visit",1.0,94.0,"PR 2 4NN",4.0,1.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
57.0,8.0,"£50-£100","5 Or More Visits",8.0,57.0,"PR 8 4RE",3.0,1.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"PE14 7DP",47.0,11.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
75.0,1.0,"£50-£100","1 Visit",1.0,75.0,"S 66 8ED",13.0,4.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
69.0,1.0,"£50-£100","1 Visit",1.0,69.0,"CM 1 4EY",8.0,2.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"WN 1 1XY",32.0,7.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
57.0,5.0,"£50-£100","5 Or More Visits",5.0,57.0,"CV 9 2QQ",10.0,3.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
94.0,1.0,"£50-£100","1 Visit",1.0,94.0,"NR14 6JW",31.0,7.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"SK16 5LQ",10.0,3.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
95.0,1.0,"£50-£100","1 Visit",1.0,95.0,"NW 1 6UP",26.0,6.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
80.0,5.0,"£50-£100","5 Or More Visits",5.0,80.0,"WN 2 2RF",12.0,3.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"WS12 5SD",2.0,1.0,"MS","Female",1947.0,47.0,"46-55 years","Non-responder"
95.0,9.0,"£50-£100","5 Or More Visits",9.0,95.0,"UB 2 4JY",16.0,4.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"NN11 4DF",10.0,3.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
73.0,2.0,"£50-£100","2 Visits",2.0,73.0,"S 75 6HX",6.0,2.0,"MS","Female",1947.0,47.0,"46-55 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",2.0,61.0,"LS27 9LF",8.0,2.0,"MRS","Female",1947.0,47.0,"46-55 years","Non-responder"
31.0,6.0,"Under £50","5 Or More Visits",7.0,36.0,"CM23 3PR",44.0,10.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
818.0,50.0,"Over £500","5 Or More Visits",74.0,1404.0,"NN 6 7TJ",45.0,11.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
457.0,44.0,"£300-£500","5 Or More Visits",50.0,629.0,"L 37 3LE",3.0,1.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
449.0,20.0,"£300-£500","5 Or More Visits",27.0,555.0,"RH 6 8RQ",31.0,7.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
502.0,31.0,"Over £500","5 Or More Visits",34.0,529.0,"BN 3 7GG",31.0,7.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
433.0,30.0,"£300-£500","5 Or More Visits",37.0,485.0,"BD22 7AE",13.0,4.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
284.0,11.0,"£200-£300","5 Or More Visits",17.0,339.0,"SS 2 4LQ",31.0,7.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
531.0,24.0,"Over £500","5 Or More Visits",27.0,593.0,"CM13 3QB",1.0,1.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
266.0,16.0,"£200-£300","5 Or More Visits",24.0,347.0,"RH15 0TJ",44.0,10.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
173.0,11.0,"£150-£200","5 Or More Visits",16.0,223.0,"DY 5 3XD",11.0,3.0,"Mr","Male",1947.0,47.0,"46-55 years","Responder"
53.0,2.0,"£50-£100","2 Visits",4.0,79.0,"IG 5 0AW",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
75.0,14.0,"£50-£100","5 Or More Visits",16.0,87.0,"BD12 9HL",44.0,10.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
65.0,5.0,"£50-£100","5 Or More Visits",11.0,232.0,"B 26 1DT",10.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
73.0,10.0,"£50-£100","5 Or More Visits",12.0,225.0,"PE 7 3XB",6.0,2.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
83.0,7.0,"£50-£100","5 Or More Visits",8.0,94.0,"TQ12 1DL",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
86.0,3.0,"£50-£100","3 Visits",4.0,96.0,"OX16 0AY",15.0,4.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
24.0,3.0,"Under £50","3 Visits",4.0,47.0,"RG11 4SZ",3.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
72.0,22.0,"£50-£100","5 Or More Visits",23.0,73.0,"LN 5 8LW",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
68.0,8.0,"£50-£100","5 Or More Visits",9.0,82.0,"ST18 0AF",4.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
73.0,2.0,"£50-£100","2 Visits",4.0,272.0,"PE 4 6LY",5.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
87.0,6.0,"£50-£100","5 Or More Visits",7.0,94.0,"LE17 4TT",6.0,2.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
84.0,7.0,"£50-£100","5 Or More Visits",8.0,88.0,"BD21 4UJ",9.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
77.0,3.0,"£50-£100","3 Visits",4.0,227.0,"PE17 2RB",2.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
79.0,8.0,"£50-£100","5 Or More Visits",11.0,115.0,"TN13 2HE",3.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Responder"
120.0,3.0,"£100-£150","3 Visits",3.0,120.0,"GU16 5EE",44.0,10.0,"Mr","Male",1947.0,47.0,"46-55 years","Non-responder"
528.0,14.0,"Over £500","5 Or More Visits",14.0,528.0,"BN12 4EF",3.0,1.0,"Mr","Male",1947.0,47.0,"46-55 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"DE 3 5NU",2.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
70.0,2.0,"£50-£100","2 Visits",2.0,70.0,"HP21 7HD",5.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"SM 4 6JU",15.0,4.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
63.0,2.0,"£50-£100","2 Visits",2.0,63.0,"BS11 0BL",23.0,5.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"LL13 8EL",12.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
66.0,4.0,"£50-£100","4 Visits",4.0,66.0,"HP20 2SE",32.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
83.0,2.0,"£50-£100","2 Visits",2.0,83.0,"DA 5 3NS",1.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
125.0,5.0,"£100-£150","5 Or More Visits",5.0,125.0,"RH12 4TT",43.0,10.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
65.0,4.0,"£50-£100","4 Visits",4.0,65.0,"OL12 8PA",12.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
58.0,1.0,"£50-£100","1 Visit",1.0,58.0,"BB11 5JG",20.0,5.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
40.0,3.0,"Under £50","3 Visits",3.0,40.0,"FY 1 4EJ",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"SG 1 4LP",44.0,10.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
86.0,8.0,"£50-£100","5 Or More Visits",8.0,86.0,"PO 3 6PH",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
101.0,2.0,"£100-£150","2 Visits",2.0,101.0,"ST17 0QQ",1.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
71.0,1.0,"£50-£100","1 Visit",1.0,71.0,"AL 7 3LE",15.0,4.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
52.0,2.0,"£50-£100","2 Visits",2.0,52.0,"W  2 6ED",40.0,9.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"LN 1 1XG",29.0,6.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
62.0,2.0,"£50-£100","2 Visits",2.0,62.0,"B 74 2RN",41.0,10.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"NW 7 3QL",36.0,8.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
74.0,7.0,"£50-£100","5 Or More Visits",7.0,74.0,"UB 6 8SX",8.0,2.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"NG 9 8FR",12.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"SS15 6JN",30.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"BS21 7QB",32.0,7.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
65.0,1.0,"£50-£100","1 Visit",1.0,65.0,"L 18 0HB",4.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
20.0,2.0,"Under £50","2 Visits",2.0,20.0,"CH 4 7AY",4.0,1.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
78.0,4.0,"£50-£100","4 Visits",4.0,78.0,"BD13 5AP",9.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
30.0,1.0,"Under £50","1 Visit",1.0,30.0,"WF 5 8ED",10.0,3.0,"MR","Male",1947.0,47.0,"46-55 years","Non-responder"
362.0,11.0,"£300-£500","5 Or More Visits",14.0,393.0,"BR 6 0QW",8.0,2.0,"Ms","Female",1946.0,48.0,"46-55 years","Responder"
32.0,1.0,"Under £50","1 Visit",2.0,38.0,"CR 0 0AS",17.0,4.0,"MRS","Female",1946.0,48.0,"46-55 years","Responder"
58.0,4.0,"£50-£100","4 Visits",7.0,150.0,"DN37 9PQ",2.0,1.0,"MRS","Female",1946.0,48.0,"46-55 years","Responder"
78.0,11.0,"£50-£100","5 Or More Visits",13.0,90.0,"BD20 0AN",29.0,6.0,"MRS","Female",1946.0,48.0,"46-55 years","Responder"
51.0,3.0,"£50-£100","3 Visits",3.0,51.0,"SL 2 5AX",31.0,7.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"BS13 7PP",9.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
85.0,5.0,"£50-£100","5 Or More Visits",5.0,85.0,"CR 0 0ES",11.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"NP 1 7QL",12.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
86.0,2.0,"£50-£100","2 Visits",2.0,86.0,"M 26 0GB",9.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
68.0,2.0,"£50-£100","2 Visits",2.0,68.0,"OL 2 5BJ",9.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
85.0,3.0,"£50-£100","3 Visits",3.0,85.0,"PO 9 2SZ",5.0,1.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"ME16 8NA",7.0,2.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
47.0,5.0,"Under £50","5 Or More Visits",5.0,47.0,"TF 2 7AJ",13.0,4.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"WN 5 0JB",10.0,3.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
53.0,1.0,"£50-£100","1 Visit",1.0,53.0,"DN17 1UD",37.0,9.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
74.0,2.0,"£50-£100","2 Visits",2.0,74.0,"TR16 5QG",28.0,6.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"NN11 4PW",17.0,4.0,"MRS","Female",1946.0,48.0,"46-55 years","Non-responder"
527.0,24.0,"Over £500","5 Or More Visits",29.0,548.0,"TN10 4RL",8.0,2.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
1299.0,57.0,"Over £500","5 Or More Visits",75.0,1787.0,"TN 2 3LS",15.0,4.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
796.0,32.0,"Over £500","5 Or More Visits",33.0,839.0,"LN 2 2TL",5.0,1.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
93.0,6.0,"£50-£100","5 Or More Visits",8.0,122.0,"LE12 5AD",3.0,1.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
221.0,21.0,"£200-£300","5 Or More Visits",25.0,268.0,"BB 1 9JD",1.0,1.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
53.0,3.0,"£50-£100","3 Visits",5.0,73.0,"WD 6 1HE",7.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
191.0,22.0,"£150-£200","5 Or More Visits",23.0,209.0,"NG10 1AQ",9.0,3.0,"Mr","Male",1946.0,48.0,"46-55 years","Responder"
55.0,9.0,"£50-£100","5 Or More Visits",12.0,79.0,"RH 6 8AH",8.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
108.0,7.0,"£100-£150","5 Or More Visits",9.0,190.0,"ST17 9LB",42.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
125.0,6.0,"£100-£150","5 Or More Visits",17.0,574.0,"NG 6 0QP",43.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
66.0,7.0,"£50-£100","5 Or More Visits",8.0,71.0,"OX11 7PT",41.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
82.0,6.0,"£50-£100","5 Or More Visits",8.0,197.0,"CM17 9AU",14.0,4.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
77.0,2.0,"£50-£100","2 Visits",4.0,97.0,"SN 3 4XA",2.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
78.0,1.0,"£50-£100","1 Visit",3.0,78.0,"CR 7 7JW",24.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
98.0,9.0,"£50-£100","5 Or More Visits",11.0,108.0,"KT12 2RF",6.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
102.0,7.0,"£100-£150","5 Or More Visits",8.0,112.0,"WS 7 9AP",9.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
19.0,1.0,"Under £50","1 Visit",2.0,23.0,"SM 2 6RL",36.0,8.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
87.0,8.0,"£50-£100","5 Or More Visits",9.0,93.0,"WA10 6EG",9.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
104.0,4.0,"£100-£150","4 Visits",5.0,124.0,"LA 1 5UE",2.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
84.0,3.0,"£50-£100","3 Visits",5.0,123.0,"BN13 3PP",44.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Responder"
57.0,3.0,"£50-£100","3 Visits",3.0,57.0,"CT21 6NT",8.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"KT16 9QR",3.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
309.0,20.0,"£300-£500","5 Or More Visits",20.0,309.0,"RH15 0AE",2.0,1.0,"Mr","Male",1946.0,48.0,"46-55 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"BS 6 7SF",36.0,8.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
76.0,1.0,"£50-£100","1 Visit",1.0,76.0,"BD 1 2PR",22.0,5.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
54.0,4.0,"£50-£100","4 Visits",4.0,54.0,"LE15 7JE",7.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
80.0,2.0,"£50-£100","2 Visits",2.0,80.0,"SW17 8LG",24.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
75.0,2.0,"£50-£100","2 Visits",2.0,75.0,"NE22 5AA",29.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
99.0,2.0,"£50-£100","2 Visits",2.0,99.0,"BS13 9JY",13.0,4.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"NE61 2TF",6.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
90.0,10.0,"£50-£100","5 Or More Visits",10.0,90.0,"KT 5 9LQ",8.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
99.0,5.0,"£50-£100","5 Or More Visits",5.0,99.0,"CF 8 1DP",44.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
66.0,4.0,"£50-£100","4 Visits",4.0,66.0,"EX 4 7EB",31.0,7.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
53.0,1.0,"£50-£100","1 Visit",1.0,53.0,"M 32 9BU",11.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
61.0,3.0,"£50-£100","3 Visits",3.0,61.0,"M 34 1TX",11.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
50.0,4.0,"£50-£100","4 Visits",4.0,50.0,"PO 2 7HY",29.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
72.0,1.0,"£50-£100","1 Visit",1.0,72.0,"AL 1 4QD",1.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
22.0,3.0,"Under £50","3 Visits",3.0,22.0,"DN17 2SF",9.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
68.0,6.0,"£50-£100","5 Or More Visits",6.0,68.0,"NE38 7RD",44.0,10.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
19.0,1.0,"Under £50","1 Visit",1.0,19.0,"OX 7 7ET",6.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
72.0,5.0,"£50-£100","5 Or More Visits",5.0,72.0,"WA 5 5XU",2.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"PE 4 6AG",11.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
65.0,1.0,"£50-£100","1 Visit",1.0,65.0,"PE 4 6SA",8.0,2.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
73.0,2.0,"£50-£100","2 Visits",2.0,73.0,"CF 1 9EB",24.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
75.0,1.0,"£50-£100","1 Visit",1.0,75.0,"UB 9 6LJ",9.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
59.0,2.0,"£50-£100","2 Visits",2.0,59.0,"WV 6 8LA",31.0,7.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
63.0,1.0,"£50-£100","1 Visit",1.0,63.0,"BR 6 9PG",30.0,7.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
54.0,4.0,"£50-£100","4 Visits",4.0,54.0,"L 63 5QE",4.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
74.0,1.0,"£50-£100","1 Visit",1.0,74.0,"BD 9 6LR",9.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
54.0,3.0,"£50-£100","3 Visits",3.0,54.0,"OL 9 0QD",10.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
60.0,4.0,"£50-£100","4 Visits",4.0,60.0,"WA 7 4BL",11.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
54.0,2.0,"£50-£100","2 Visits",2.0,54.0,"BS21 6BJ",4.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
67.0,2.0,"£50-£100","2 Visits",2.0,67.0,"BD20 7DH",10.0,3.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
74.0,4.0,"£50-£100","4 Visits",4.0,74.0,"WD 1 4LL",3.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"NN12 7QY",2.0,1.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
77.0,7.0,"£50-£100","5 Or More Visits",7.0,77.0,"IG 1 2EY",27.0,6.0,"MR","Male",1946.0,48.0,"46-55 years","Non-responder"
159.0,16.0,"£150-£200","5 Or More Visits",22.0,293.0,"CF38 1UE",44.0,10.0,"Ms","Female",1945.0,49.0,"46-55 years","Responder"
68.0,2.0,"£50-£100","2 Visits",3.0,83.0,"SK14 5ES",1.0,1.0,"Mrs","Female",1945.0,49.0,"46-55 years","Responder"
189.0,8.0,"£150-£200","5 Or More Visits",11.0,264.0,"BS 3 5PP",30.0,7.0,"Mrs","Female",1945.0,49.0,"46-55 years","Responder"
62.0,5.0,"£50-£100","5 Or More Visits",6.0,98.0,"BB 1 8NZ",6.0,2.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
100.0,11.0,"£50-£100","5 Or More Visits",15.0,113.0,"HU10 6JQ",8.0,2.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
56.0,4.0,"£50-£100","4 Visits",6.0,100.0,"RG 7 2JX",6.0,2.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
81.0,1.0,"£50-£100","1 Visit",2.0,88.0,"BS20 0PY",5.0,1.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
130.0,9.0,"£100-£150","5 Or More Visits",13.0,194.0,"TF 4 2AJ",13.0,4.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
70.0,2.0,"£50-£100","2 Visits",3.0,89.0,"WV 6 0HY",7.0,2.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
82.0,4.0,"£50-£100","4 Visits",6.0,117.0,"BB 2 7BT",2.0,1.0,"MRS","Female",1945.0,49.0,"46-55 years","Responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"CR 8 4AU",8.0,2.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
69.0,3.0,"£50-£100","3 Visits",3.0,69.0,"BA12 8BN",40.0,9.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"CM 1 5ZG",43.0,10.0,"MISS","Female",1945.0,49.0,"46-55 years","Non-responder"
83.0,1.0,"£50-£100","1 Visit",1.0,83.0,"PO 9 3AR",16.0,4.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"NG 8 5AL",44.0,10.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"NP 5 3NR",5.0,1.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
82.0,1.0,"£50-£100","1 Visit",1.0,82.0,"OL 1 2NX",30.0,7.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
60.0,4.0,"£50-£100","4 Visits",4.0,60.0,"CV 3 6LN",10.0,3.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
77.0,2.0,"£50-£100","2 Visits",2.0,77.0,"WS11 1TW",3.0,1.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
81.0,4.0,"£50-£100","4 Visits",4.0,81.0,"BD20 5UN",2.0,1.0,"MRS","Female",1945.0,49.0,"46-55 years","Non-responder"
